old_url,new_path
https://help.oxfordabstracts.com/knowledge/symposia-assigning-reviews,/09-add-ons/symposia-reviewing
https://help.oxfordabstracts.com/knowledge/symposia-decisions-outcomes,/09-add-ons/symposia-decisions-emails
https://help.oxfordabstracts.com/knowledge/symposia-emails,/09-add-ons/symposia-decisions-emails
https://help.oxfordabstracts.com/knowledge/symposium-dashboard,/09-add-ons/symposia-overview-dashboard
https://help.oxfordabstracts.com/knowledge/text-editor-types,/02-submissions/text-editor-types
https://help.oxfordabstracts.com/knowledge/the-decisions-table,/04-decisions/the-decisions-table
https://help.oxfordabstracts.com/knowledge/the-essential-tools,/01-getting-started/the-essential-abstract-management-tools
https://help.oxfordabstracts.com/knowledge/the-review-tables,/03-reviewing/the-review-tables
https://help.oxfordabstracts.com/knowledge/the-submissions-table,/02-submissions/the-submissions-table-including-incomplete-submissions
https://help.oxfordabstracts.com/knowledge/the-symposia-table,/09-add-ons/managing-symposia
https://help.oxfordabstracts.com/knowledge/tips-on-designing-your-reviewing-form,/03-reviewing/tips-on-designing-your-reviewing-form
https://help.oxfordabstracts.com/knowledge/updating-your-profile,/01-getting-started/updating-your-profile
https://help.oxfordabstracts.com/knowledge/using-the-chat-feature,/14-for-attendees-exhibitors/using-the-chat-and-controlling-notifications
https://help.oxfordabstracts.com/knowledge/verify-sender-email-function,/05-emails/sending-emails-from-your-chosen-email-address
https://help.oxfordabstracts.com/knowledge/viewing-editing-and-sending-emails,/05-emails/sending-and-scheduling-emails
https://help.oxfordabstracts.com/knowledge/viewing-sessions-and-content,/14-for-attendees-exhibitors/viewing-sessions-and-content-in-the-conference-program
https://help.oxfordabstracts.com/knowledge/what-are-the-differences-between-the-free-package-and-paid-packages,/01-getting-started/what-are-the-differences-between-the-free-package-and-paid-packages
https://help.oxfordabstracts.com/knowledge/what-domains-will-emails-from-oxford-abstracts-originate-from,/05-emails/what-domains-will-emails-from-oxford-abstracts-originate-from
https://help.oxfordabstracts.com/knowledge/what-to-do-if-a-verification-email-hasnt-arrived-in-your-inbox,/01-getting-started/if-your-verification-email-hasn-t-arrived
https://help.oxfordabstracts.com/knowledge/what-to-do-when-you-have-a-network-failure-error-message,/01-getting-started/fixing-a-network-failure-error
https://help.oxfordabstracts.com/knowledge/which-zoom-package-do-i-need,/08-conference-platform/which-zoom-package-do-i-need
https://help.oxfordabstracts.com/knowledge/why-does-my-email-need-to-be-dkim-validated,/05-emails/why-does-my-email-need-to-be-dkim-validated
https://help.oxfordabstracts.com/knowledge/withdrawing-or-removing-your-submission-from-a-symposium,/12-for-submitters/withdrawing-or-removing-your-submission-from-a-symposium
https://help.oxfordabstracts.com/knowledge/word-and-character-count,/02-submissions/word-and-character-count
https://help.oxfordabstracts.com/knowledge/your-personal-dashboard,/01-getting-started/your-personal-dashboard
https://oa-kb-test.vercel.app/08-conference-platform/colour-coding-your-programme,/08-conference-platform/colour-coding-your-event
https://help.oxfordabstracts.com/knowledge/getting-started-and-creating-an-account,/01-getting-started
https://help.oxfordabstracts.com/knowledge/getting-started-with-your-event,/01-getting-started
https://help.oxfordabstracts.com/knowledge/introduction-to-the-oxford-abstracts-tools,/01-getting-started
https://help.oxfordabstracts.com/knowledge/the-submission-stage,/02-submissions
https://help.oxfordabstracts.com/knowledge/the-reviewing-stage,/03-reviewing
https://help.oxfordabstracts.com/knowledge/the-decision-stage,/04-decisions
https://help.oxfordabstracts.com/knowledge/emails,/05-emails
https://help.oxfordabstracts.com/knowledge/creating-exports-reports-and-abstract-books,/06-programme-exports-reports
https://help.oxfordabstracts.com/knowledge/delegate-registration,/07-delegate-registration
https://help.oxfordabstracts.com/knowledge/the-conference-platform,/08-conference-platform
https://help.oxfordabstracts.com/knowledge/symposia,/09-add-ons
https://help.oxfordabstracts.com/knowledge/multi-stage,/09-add-ons
https://help.oxfordabstracts.com/knowledge/integrations,/10-integrations-api
https://help.oxfordabstracts.com/knowledge/account-administrator-functions,/11-account-administration
https://help.oxfordabstracts.com/knowledge/guidance-for-reviewers,/13-for-reviewers-committee
https://help.oxfordabstracts.com/knowledge/attending-an-event,/14-for-attendees-exhibitors
https://help.oxfordabstracts.com/knowledge/faq,/
https://help.oxfordabstracts.com/knowledge/kb-search-results,/
